id,year,month,day,hour,season,pm
268,2010,1,12,3,4,NaN
269,2010,1,12,4,4,NaN
270,2010,1,12,5,4,NaN
271,2010,1,12,6,4,NaN
272,2010,1,12,7,4,NaN
273,2010,1,12,8,4,NaN
274,2010,1,12,9,4,NaN
275,2010,1,12,10,4,NaN
276,2010,1,12,11,4,NaN
277,2010,1,12,12,4,NaN
278,2010,1,12,13,4,NaN
279,2010,1,12,14,4,NaN
280,2010,1,12,15,4,NaN
281,2010,1,12,16,4,NaN
282,2010,1,12,17,4,NaN
283,2010,1,12,18,4,NaN
284,2010,1,12,19,4,NaN
285,2010,1,12,20,4,NaN
286,2010,1,12,21,4,NaN
287,2010,1,12,22,4,NaN
288,2010,1,12,23,4,NaN
289,2010,1,13,0,4,NaN
290,2010,1,13,1,4,NaN
291,2010,1,13,2,4,NaN
292,2010,1,13,3,4,NaN
293,2010,1,13,4,4,NaN
294,2010,1,13,5,4,NaN
295,2010,1,13,6,4,NaN
296,2010,1,13,7,4,NaN
297,2010,1,13,8,4,NaN
298,2010,1,13,9,4,NaN
299,2010,1,13,10,4,NaN
300,2010,1,13,11,4,NaN
301,2010,1,13,12,4,NaN
302,2010,1,13,13,4,NaN
303,2010,1,13,14,4,NaN
304,2010,1,13,15,4,NaN
305,2010,1,13,16,4,NaN
306,2010,1,13,17,4,NaN
307,2010,1,13,18,4,NaN
308,2010,1,13,19,4,NaN
309,2010,1,13,20,4,NaN
310,2010,1,13,21,4,NaN
311,2010,1,13,22,4,NaN
312,2010,1,13,23,4,NaN
313,2010,1,14,0,4,NaN
314,2010,1,14,1,4,NaN
315,2010,1,14,2,4,NaN
316,2010,1,14,3,4,NaN
317,2010,1,14,4,4,NaN
318,2010,1,14,5,4,NaN
319,2010,1,14,6,4,NaN
320,2010,1,14,7,4,NaN
321,2010,1,14,8,4,NaN
322,2010,1,14,9,4,NaN
323,2010,1,14,10,4,NaN
324,2010,1,14,11,4,NaN
325,2010,1,14,12,4,NaN
326,2010,1,14,13,4,NaN
327,2010,1,14,14,4,NaN
328,2010,1,14,15,4,NaN
329,2010,1,14,16,4,NaN
330,2010,1,14,17,4,NaN
331,2010,1,14,18,4,NaN
332,2010,1,14,19,4,NaN
333,2010,1,14,20,4,NaN
334,2010,1,14,21,4,NaN
335,2010,1,14,22,4,NaN
336,2010,1,14,23,4,NaN
337,2010,1,15,0,4,NaN
338,2010,1,15,1,4,NaN
339,2010,1,15,2,4,NaN
340,2010,1,15,3,4,NaN
341,2010,1,15,4,4,NaN
342,2010,1,15,5,4,NaN
343,2010,1,15,6,4,NaN
344,2010,1,15,7,4,NaN
345,2010,1,15,8,4,NaN
346,2010,1,15,9,4,NaN
347,2010,1,15,10,4,NaN
348,2010,1,15,11,4,NaN
349,2010,1,15,12,4,NaN
350,2010,1,15,13,4,NaN
351,2010,1,15,14,4,NaN
352,2010,1,15,15,4,NaN
353,2010,1,15,16,4,NaN
354,2010,1,15,17,4,NaN
355,2010,1,15,18,4,NaN
356,2010,1,15,19,4,NaN
357,2010,1,15,20,4,NaN
358,2010,1,15,21,4,NaN
359,2010,1,15,22,4,NaN
360,2010,1,15,23,4,NaN
361,2010,1,16,0,4,NaN
362,2010,1,16,1,4,NaN
363,2010,1,16,2,4,NaN
364,2010,1,16,3,4,NaN
365,2010,1,16,4,4,NaN
366,2010,1,16,5,4,NaN
367,2010,1,16,6,4,NaN
368,2010,1,16,7,4,NaN
369,2010,1,16,8,4,NaN
370,2010,1,16,9,4,NaN
371,2010,1,16,10,4,NaN
372,2010,1,16,11,4,NaN
373,2010,1,16,12,4,NaN
374,2010,1,16,13,4,NaN
375,2010,1,16,14,4,NaN
376,2010,1,16,15,4,NaN
377,2010,1,16,16,4,NaN
378,2010,1,16,17,4,NaN
379,2010,1,16,18,4,NaN
380,2010,1,16,19,4,NaN
381,2010,1,16,20,4,NaN
382,2010,1,16,21,4,NaN
383,2010,1,16,22,4,NaN
384,2010,1,16,23,4,NaN
385,2010,1,17,0,4,NaN
386,2010,1,17,1,4,NaN
387,2010,1,17,2,4,NaN
388,2010,1,17,3,4,NaN
389,2010,1,17,4,4,NaN
390,2010,1,17,5,4,NaN
391,2010,1,17,6,4,NaN
392,2010,1,17,7,4,NaN
393,2010,1,17,8,4,NaN
394,2010,1,17,9,4,NaN
395,2010,1,17,10,4,NaN
396,2010,1,17,11,4,NaN
397,2010,1,17,12,4,NaN
398,2010,1,17,13,4,NaN
399,2010,1,17,14,4,NaN
400,2010,1,17,15,4,NaN
401,2010,1,17,16,4,NaN
402,2010,1,17,17,4,NaN
403,2010,1,17,18,4,NaN
404,2010,1,17,19,4,NaN
405,2010,1,17,20,4,NaN
406,2010,1,17,21,4,NaN
407,2010,1,17,22,4,NaN
408,2010,1,17,23,4,NaN
409,2010,1,18,0,4,NaN
410,2010,1,18,1,4,NaN
411,2010,1,18,2,4,NaN
412,2010,1,18,3,4,NaN
413,2010,1,18,4,4,NaN
414,2010,1,18,5,4,NaN
415,2010,1,18,6,4,NaN
416,2010,1,18,7,4,NaN
417,2010,1,18,8,4,NaN
418,2010,1,18,9,4,NaN
419,2010,1,18,10,4,NaN
420,2010,1,18,11,4,NaN
421,2010,1,18,12,4,NaN
422,2010,1,18,13,4,NaN
423,2010,1,18,14,4,NaN
424,2010,1,18,15,4,NaN
425,2010,1,18,16,4,NaN
426,2010,1,18,17,4,NaN
427,2010,1,18,18,4,NaN
428,2010,1,18,19,4,NaN
429,2010,1,18,20,4,NaN
430,2010,1,18,21,4,NaN
431,2010,1,18,22,4,NaN
432,2010,1,18,23,4,NaN
433,2010,1,19,0,4,NaN
434,2010,1,19,1,4,NaN
435,2010,1,19,2,4,NaN
436,2010,1,19,3,4,NaN
437,2010,1,19,4,4,NaN
438,2010,1,19,5,4,NaN
439,2010,1,19,6,4,NaN
440,2010,1,19,7,4,NaN
441,2010,1,19,8,4,NaN
442,2010,1,19,9,4,NaN
443,2010,1,19,10,4,NaN
444,2010,1,19,11,4,NaN
445,2010,1,19,12,4,NaN
446,2010,1,19,13,4,NaN
447,2010,1,19,14,4,NaN
448,2010,1,19,15,4,NaN
449,2010,1,19,16,4,NaN
450,2010,1,19,17,4,NaN
451,2010,1,19,18,4,NaN
452,2010,1,19,19,4,NaN
453,2010,1,19,20,4,NaN
454,2010,1,19,21,4,NaN
455,2010,1,19,22,4,NaN
456,2010,1,19,23,4,NaN
457,2010,1,20,0,4,NaN
458,2010,1,20,1,4,NaN
459,2010,1,20,2,4,NaN
460,2010,1,20,3,4,NaN
461,2010,1,20,4,4,NaN
462,2010,1,20,5,4,NaN
463,2010,1,20,6,4,NaN
464,2010,1,20,7,4,NaN
465,2010,1,20,8,4,NaN
466,2010,1,20,9,4,NaN
467,2010,1,20,10,4,NaN
468,2010,1,20,11,4,NaN
469,2010,1,20,12,4,NaN
470,2010,1,20,13,4,NaN
471,2010,1,20,14,4,NaN
472,2010,1,20,15,4,NaN
473,2010,1,20,16,4,NaN
474,2010,1,20,17,4,NaN
475,2010,1,20,18,4,NaN
476,2010,1,20,19,4,NaN
477,2010,1,20,20,4,NaN
478,2010,1,20,21,4,NaN
479,2010,1,20,22,4,NaN
480,2010,1,20,23,4,NaN
481,2010,1,21,0,4,NaN
482,2010,1,21,1,4,NaN
483,2010,1,21,2,4,NaN
484,2010,1,21,3,4,NaN
485,2010,1,21,4,4,NaN
486,2010,1,21,5,4,NaN
487,2010,1,21,6,4,NaN
488,2010,1,21,7,4,NaN
489,2010,1,21,8,4,NaN
490,2010,1,21,9,4,NaN
491,2010,1,21,10,4,NaN
492,2010,1,21,11,4,NaN
493,2010,1,21,12,4,NaN
494,2010,1,21,13,4,NaN
495,2010,1,21,14,4,NaN
496,2010,1,21,15,4,NaN
497,2010,1,21,16,4,NaN
498,2010,1,21,17,4,NaN
499,2010,1,21,18,4,NaN
500,2010,1,21,19,4,NaN
501,2010,1,21,20,4,NaN
502,2010,1,21,21,4,NaN
503,2010,1,21,22,4,NaN
504,2010,1,21,23,4,NaN
505,2010,1,22,0,4,NaN
506,2010,1,22,1,4,NaN
507,2010,1,22,2,4,NaN
508,2010,1,22,3,4,NaN
509,2010,1,22,4,4,NaN
510,2010,1,22,5,4,NaN
511,2010,1,22,6,4,NaN
512,2010,1,22,7,4,NaN
513,2010,1,22,8,4,NaN
514,2010,1,22,9,4,NaN
515,2010,1,22,10,4,NaN
516,2010,1,22,11,4,NaN
517,2010,1,22,12,4,NaN
518,2010,1,22,13,4,NaN
519,2010,1,22,14,4,NaN
520,2010,1,22,15,4,NaN
521,2010,1,22,16,4,NaN
522,2010,1,22,17,4,NaN
523,2010,1,22,18,4,NaN
524,2010,1,22,19,4,NaN
525,2010,1,22,20,4,NaN
526,2010,1,22,21,4,NaN
527,2010,1,22,22,4,NaN
528,2010,1,22,23,4,NaN
529,2010,1,23,0,4,NaN
530,2010,1,23,1,4,NaN
531,2010,1,23,2,4,NaN
532,2010,1,23,3,4,NaN
533,2010,1,23,4,4,NaN
534,2010,1,23,5,4,NaN
535,2010,1,23,6,4,NaN
536,2010,1,23,7,4,NaN
537,2010,1,23,8,4,NaN
538,2010,1,23,9,4,NaN
539,2010,1,23,10,4,NaN
540,2010,1,23,11,4,NaN
541,2010,1,23,12,4,NaN
542,2010,1,23,13,4,NaN
543,2010,1,23,14,4,NaN
544,2010,1,23,15,4,NaN
545,2010,1,23,16,4,NaN
546,2010,1,23,17,4,NaN
547,2010,1,23,18,4,NaN
548,2010,1,23,19,4,NaN
549,2010,1,23,20,4,NaN
550,2010,1,23,21,4,NaN
551,2010,1,23,22,4,NaN
552,2010,1,23,23,4,NaN
553,2010,1,24,0,4,NaN
554,2010,1,24,1,4,NaN
555,2010,1,24,2,4,NaN
556,2010,1,24,3,4,NaN
557,2010,1,24,4,4,NaN
558,2010,1,24,5,4,NaN
559,2010,1,24,6,4,NaN
560,2010,1,24,7,4,NaN
561,2010,1,24,8,4,NaN
562,2010,1,24,9,4,NaN
563,2010,1,24,10,4,NaN
564,2010,1,24,11,4,NaN
565,2010,1,24,12,4,NaN
566,2010,1,24,13,4,NaN
567,2010,1,24,14,4,NaN
568,2010,1,24,15,4,NaN
569,2010,1,24,16,4,NaN
570,2010,1,24,17,4,NaN
571,2010,1,24,18,4,NaN
572,2010,1,24,19,4,NaN
573,2010,1,24,20,4,NaN
574,2010,1,24,21,4,NaN
575,2010,1,24,22,4,NaN
576,2010,1,24,23,4,NaN
577,2010,1,25,0,4,NaN
578,2010,1,25,1,4,NaN
579,2010,1,25,2,4,NaN
580,2010,1,25,3,4,NaN
581,2010,1,25,4,4,NaN
582,2010,1,25,5,4,NaN
583,2010,1,25,6,4,NaN
584,2010,1,25,7,4,NaN
585,2010,1,25,8,4,NaN
586,2010,1,25,9,4,NaN
587,2010,1,25,10,4,NaN
588,2010,1,25,11,4,NaN
589,2010,1,25,12,4,NaN
590,2010,1,25,13,4,NaN
591,2010,1,25,14,4,NaN
592,2010,1,25,15,4,NaN
593,2010,1,25,16,4,NaN
594,2010,1,25,17,4,NaN
595,2010,1,25,18,4,NaN
596,2010,1,25,19,4,NaN
597,2010,1,25,20,4,NaN
598,2010,1,25,21,4,NaN
599,2010,1,25,22,4,NaN
600,2010,1,25,23,4,NaN
601,2010,1,26,0,4,NaN
602,2010,1,26,1,4,NaN
603,2010,1,26,2,4,NaN
604,2010,1,26,3,4,NaN
605,2010,1,26,4,4,NaN
606,2010,1,26,5,4,NaN
607,2010,1,26,6,4,NaN
608,2010,1,26,7,4,NaN
609,2010,1,26,8,4,NaN
610,2010,1,26,9,4,NaN
611,2010,1,26,10,4,NaN
612,2010,1,26,11,4,NaN
613,2010,1,26,12,4,NaN
614,2010,1,26,13,4,NaN
615,2010,1,26,14,4,NaN
616,2010,1,26,15,4,NaN
617,2010,1,26,16,4,NaN
618,2010,1,26,17,4,NaN
619,2010,1,26,18,4,NaN
620,2010,1,26,19,4,NaN
621,2010,1,26,20,4,NaN
622,2010,1,26,21,4,NaN
623,2010,1,26,22,4,NaN
624,2010,1,26,23,4,NaN
625,2010,1,27,0,4,NaN
626,2010,1,27,1,4,NaN
627,2010,1,27,2,4,NaN
628,2010,1,27,3,4,NaN
629,2010,1,27,4,4,NaN
630,2010,1,27,5,4,NaN
631,2010,1,27,6,4,NaN
632,2010,1,27,7,4,NaN
633,2010,1,27,8,4,NaN
634,2010,1,27,9,4,NaN
635,2010,1,27,10,4,NaN
636,2010,1,27,11,4,NaN
637,2010,1,27,12,4,NaN
638,2010,1,27,13,4,NaN
639,2010,1,27,14,4,NaN
640,2010,1,27,15,4,NaN
641,2010,1,27,16,4,NaN
642,2010,1,27,17,4,NaN
643,2010,1,27,18,4,NaN
644,2010,1,27,19,4,NaN
645,2010,1,27,20,4,NaN
646,2010,1,27,21,4,NaN
647,2010,1,27,22,4,NaN
648,2010,1,27,23,4,NaN
649,2010,1,28,0,4,NaN
650,2010,1,28,1,4,NaN
651,2010,1,28,2,4,NaN
652,2010,1,28,3,4,NaN
653,2010,1,28,4,4,NaN
654,2010,1,28,5,4,NaN
655,2010,1,28,6,4,NaN
656,2010,1,28,7,4,NaN
657,2010,1,28,8,4,NaN
658,2010,1,28,9,4,NaN
659,2010,1,28,10,4,NaN
660,2010,1,28,11,4,NaN
661,2010,1,28,12,4,NaN
662,2010,1,28,13,4,NaN
663,2010,1,28,14,4,NaN
664,2010,1,28,15,4,NaN
665,2010,1,28,16,4,NaN
666,2010,1,28,17,4,NaN
667,2010,1,28,18,4,NaN
668,2010,1,28,19,4,NaN
669,2010,1,28,20,4,NaN
670,2010,1,28,21,4,NaN
671,2010,1,28,22,4,NaN
672,2010,1,28,23,4,NaN
673,2010,1,29,0,4,NaN
674,2010,1,29,1,4,NaN
675,2010,1,29,2,4,NaN
676,2010,1,29,3,4,NaN
677,2010,1,29,4,4,NaN
678,2010,1,29,5,4,NaN
679,2010,1,29,6,4,NaN
680,2010,1,29,7,4,NaN
681,2010,1,29,8,4,NaN
682,2010,1,29,9,4,NaN
683,2010,1,29,10,4,NaN
684,2010,1,29,11,4,NaN
685,2010,1,29,12,4,NaN
686,2010,1,29,13,4,NaN
687,2010,1,29,14,4,NaN
688,2010,1,29,15,4,NaN
689,2010,1,29,16,4,NaN
690,2010,1,29,17,4,NaN
691,2010,1,29,18,4,NaN
692,2010,1,29,19,4,NaN
693,2010,1,29,20,4,NaN
694,2010,1,29,21,4,NaN
695,2010,1,29,22,4,NaN
696,2010,1,29,23,4,NaN
697,2010,1,30,0,4,NaN
698,2010,1,30,1,4,NaN
699,2010,1,30,2,4,NaN
700,2010,1,30,3,4,NaN
701,2010,1,30,4,4,NaN
702,2010,1,30,5,4,NaN
703,2010,1,30,6,4,NaN
704,2010,1,30,7,4,NaN
705,2010,1,30,8,4,NaN
706,2010,1,30,9,4,NaN
707,2010,1,30,10,4,NaN
708,2010,1,30,11,4,NaN
709,2010,1,30,12,4,NaN
710,2010,1,30,13,4,NaN
711,2010,1,30,14,4,NaN
712,2010,1,30,15,4,NaN
713,2010,1,30,16,4,NaN
714,2010,1,30,17,4,NaN
715,2010,1,30,18,4,NaN
716,2010,1,30,19,4,NaN
717,2010,1,30,20,4,NaN
718,2010,1,30,21,4,NaN
719,2010,1,30,22,4,NaN
720,2010,1,30,23,4,NaN
721,2010,1,31,0,4,NaN
722,2010,1,31,1,4,NaN
723,2010,1,31,2,4,NaN
724,2010,1,31,3,4,NaN
725,2010,1,31,4,4,NaN
726,2010,1,31,5,4,NaN
727,2010,1,31,6,4,NaN
728,2010,1,31,7,4,NaN
729,2010,1,31,8,4,NaN
730,2010,1,31,9,4,NaN
731,2010,1,31,10,4,NaN
732,2010,1,31,11,4,NaN
733,2010,1,31,12,4,NaN
734,2010,1,31,13,4,NaN
735,2010,1,31,14,4,NaN
736,2010,1,31,15,4,NaN
737,2010,1,31,16,4,NaN
738,2010,1,31,17,4,NaN
739,2010,1,31,18,4,NaN
740,2010,1,31,19,4,NaN
741,2010,1,31,20,4,NaN
742,2010,1,31,21,4,NaN
743,2010,1,31,22,4,NaN
744,2010,1,31,23,4,NaN
745,2010,2,1,0,4,NaN
746,2010,2,1,1,4,NaN
747,2010,2,1,2,4,NaN
748,2010,2,1,3,4,NaN
749,2010,2,1,4,4,NaN
750,2010,2,1,5,4,NaN
751,2010,2,1,6,4,NaN
752,2010,2,1,7,4,NaN
753,2010,2,1,8,4,NaN
754,2010,2,1,9,4,NaN
755,2010,2,1,10,4,NaN
756,2010,2,1,11,4,NaN
757,2010,2,1,12,4,NaN
758,2010,2,1,13,4,NaN
759,2010,2,1,14,4,NaN
760,2010,2,1,15,4,NaN
761,2010,2,1,16,4,NaN
762,2010,2,1,17,4,NaN
763,2010,2,1,18,4,NaN
764,2010,2,1,19,4,NaN
765,2010,2,1,20,4,NaN
766,2010,2,1,21,4,NaN
767,2010,2,1,22,4,NaN
768,2010,2,1,23,4,NaN
769,2010,2,2,0,4,NaN
770,2010,2,2,1,4,NaN
771,2010,2,2,2,4,NaN
772,2010,2,2,3,4,NaN
773,2010,2,2,4,4,NaN
774,2010,2,2,5,4,NaN
775,2010,2,2,6,4,NaN
776,2010,2,2,7,4,NaN
777,2010,2,2,8,4,NaN
778,2010,2,2,9,4,NaN
779,2010,2,2,10,4,NaN
780,2010,2,2,11,4,NaN
781,2010,2,2,12,4,NaN
782,2010,2,2,13,4,NaN
783,2010,2,2,14,4,NaN
784,2010,2,2,15,4,NaN
785,2010,2,2,16,4,NaN
786,2010,2,2,17,4,NaN
787,2010,2,2,18,4,NaN
788,2010,2,2,19,4,NaN
789,2010,2,2,20,4,NaN
790,2010,2,2,21,4,NaN
791,2010,2,2,22,4,NaN
792,2010,2,2,23,4,NaN
793,2010,2,3,0,4,NaN
794,2010,2,3,1,4,NaN
795,2010,2,3,2,4,NaN
796,2010,2,3,3,4,NaN
797,2010,2,3,4,4,NaN
798,2010,2,3,5,4,NaN
799,2010,2,3,6,4,NaN
800,2010,2,3,7,4,NaN
801,2010,2,3,8,4,NaN
802,2010,2,3,9,4,NaN
803,2010,2,3,10,4,NaN
804,2010,2,3,11,4,NaN
805,2010,2,3,12,4,NaN
806,2010,2,3,13,4,NaN
807,2010,2,3,14,4,NaN
808,2010,2,3,15,4,NaN
809,2010,2,3,16,4,NaN
810,2010,2,3,17,4,NaN
811,2010,2,3,18,4,NaN
812,2010,2,3,19,4,NaN
813,2010,2,3,20,4,NaN
814,2010,2,3,21,4,NaN
815,2010,2,3,22,4,NaN
816,2010,2,3,23,4,NaN
817,2010,2,4,0,4,NaN
818,2010,2,4,1,4,NaN
819,2010,2,4,2,4,NaN
820,2010,2,4,3,4,NaN
821,2010,2,4,4,4,NaN
