source,year,month,day,hour,season,pm
us_post,2010,1,5,20,4,106.0
us_post,2010,1,5,21,4,66.0
us_post,2010,1,5,22,4,50.0
us_post,2010,1,5,23,4,56.0
us_post,2010,1,6,0,4,77.0
us_post,2010,1,6,1,4,50.0
us_post,2010,1,6,2,4,44.0
us_post,2010,1,6,3,4,27.0
us_post,2010,1,6,4,4,28.0
us_post,2010,1,6,5,4,21.0
us_post,2010,1,6,6,4,25.0
us_post,2010,1,6,7,4,20.0
us_post,2010,1,6,8,4,29.0
us_post,2010,1,6,9,4,34.0
us_post,2010,1,6,10,4,42.0
us_post,2010,1,6,11,4,28.0
us_post,2010,1,6,12,4,36.0
us_post,2010,1,6,13,4,48.0
us_post,2010,1,6,14,4,49.0
us_post,2010,1,6,15,4,52.0
us_post,2010,1,6,16,4,56.0
us_post,2010,1,6,17,4,96.0
us_post,2010,1,6,18,4,75.0
us_post,2010,1,6,19,4,105.0
us_post,2010,1,6,20,4,132.0
us_post,2010,1,6,21,4,93.0
us_post,2010,1,6,22,4,131.0
us_post,2010,1,6,23,4,127.0
us_post,2010,1,7,0,4,130.0
us_post,2010,1,7,1,4,43.0
us_post,2010,1,7,2,4,37.0
us_post,2010,1,7,3,4,30.0
us_post,2010,1,7,4,4,28.0
us_post,2010,1,7,5,4,24.0
us_post,2010,1,7,6,4,23.0
us_post,2010,1,7,7,4,24.0
us_post,2010,1,7,8,4,27.0
us_post,2010,1,7,9,4,40.0
us_post,2010,1,7,10,4,42.0
us_post,2010,1,7,11,4,42.0
us_post,2010,1,7,12,4,55.0
us_post,2010,1,7,13,4,52.0
us_post,2010,1,7,14,4,51.0
us_post,2010,1,7,15,4,57.0
us_post,2010,1,7,16,4,50.0
us_post,2010,1,7,17,4,54.0
us_post,2010,1,7,18,4,67.0
us_post,2010,1,7,19,4,106.0
us_post,2010,1,7,20,4,159.0
us_post,2010,1,7,21,4,198.0
us_post,2010,1,7,22,4,190.0
us_post,2010,1,7,23,4,210.0
us_post,2010,1,8,0,4,195.0
us_post,2010,1,8,1,4,275.0
us_post,2010,1,8,2,4,164.0
us_post,2010,1,8,3,4,110.0
us_post,2010,1,8,4,4,100.0
us_post,2010,1,8,5,4,81.0
us_post,2010,1,8,6,4,71.0
us_post,2010,1,8,7,4,66.0
us_post,2010,1,8,8,4,92.0
us_post,2010,1,8,9,4,135.0
us_post,2010,1,8,10,4,155.0
us_post,2010,1,8,11,4,198.0
us_post,2010,1,8,12,4,250.0
us_post,2010,1,8,13,4,200.0
us_post,2010,1,8,14,4,231.0
us_post,2010,1,8,15,4,250.0
us_post,2010,1,8,16,4,212.0
us_post,2010,1,8,17,4,219.0
us_post,2010,1,8,18,4,227.0
us_post,2010,1,8,19,4,226.0
us_post,2010,1,8,20,4,225.0
us_post,2010,1,8,21,4,168.0
us_post,2010,1,8,22,4,169.0
us_post,2010,1,8,23,4,165.0
us_post,2010,1,9,0,4,159.0
us_post,2010,1,9,1,4,167.0
us_post,2010,1,9,2,4,196.0
us_post,2010,1,9,3,4,169.0
us_post,2010,1,9,4,4,155.0
us_post,2010,1,9,5,4,119.0
us_post,2010,1,9,6,4,106.0
us_post,2010,1,9,7,4,93.0
us_post,2010,1,9,8,4,84.0
us_post,2010,1,9,9,4,73.0
us_post,2010,1,9,10,4,66.0
us_post,2010,1,9,11,4,40.0
us_post,2010,1,9,12,4,49.0
us_post,2010,1,9,13,4,50.0
us_post,2010,1,9,14,4,49.0
us_post,2010,1,9,15,4,41.0
us_post,2010,1,9,16,4,37.0
us_post,2010,1,9,17,4,45.0
us_post,2010,1,9,18,4,44.0
us_post,2010,1,9,19,4,54.0
us_post,2010,1,9,20,4,50.0
us_post,2010,1,9,21,4,47.0
us_post,2010,1,9,22,4,66.0
us_post,2010,1,9,23,4,75.0
us_post,2010,1,10,0,4,82.0
us_post,2010,1,10,1,4,66.0
us_post,2010,1,10,2,4,83.0
us_post,2010,1,10,3,4,62.0
us_post,2010,1,10,4,4,40.0
us_post,2010,1,10,5,4,23.0
us_post,2010,1,10,6,4,25.0
us_post,2010,1,10,7,4,27.0
us_post,2010,1,10,8,4,35.0
us_post,2010,1,10,9,4,50.0
us_post,2010,1,10,10,4,70.0
us_post,2010,1,10,11,4,75.0
us_post,2010,1,10,12,4,58.0
us_post,2010,1,10,13,4,70.0
us_post,2010,1,10,14,4,68.0
us_post,2010,1,10,15,4,71.0
us_post,2010,1,10,16,4,88.0
us_post,2010,1,10,17,4,84.0
us_post,2010,1,10,18,4,83.0
us_post,2010,1,10,19,4,66.0
us_post,2010,1,10,20,4,27.0
us_post,2010,1,10,21,4,24.0
us_post,2010,1,10,22,4,22.0
us_post,2010,1,10,23,4,23.0
us_post,2010,1,11,0,4,27.0
us_post,2010,1,11,1,4,23.0
us_post,2010,1,11,2,4,17.0
us_post,2010,1,11,3,4,17.0
us_post,2010,1,11,4,4,16.0
us_post,2010,1,11,5,4,16.0
us_post,2010,1,11,6,4,20.0
us_post,2010,1,11,7,4,20.0
us_post,2010,1,11,8,4,18.0
us_post,2010,1,11,9,4,25.0
us_post,2010,1,11,10,4,26.0
us_post,2010,1,11,11,4,27.0
us_post,2010,1,11,12,4,28.0
us_post,2010,1,11,13,4,15.0
us_post,2010,1,11,14,4,24.0
us_post,2010,1,11,15,4,13.0
us_post,2010,1,11,16,4,13.0
us_post,2010,1,11,17,4,13.0
us_post,2010,1,11,18,4,17.0
us_post,2010,1,11,19,4,20.0
us_post,2010,1,11,20,4,27.0
us_post,2010,1,11,21,4,20.0
us_post,2010,1,11,22,4,15.0
us_post,2010,1,11,23,4,21.0
us_post,2010,1,12,0,4,21.0
us_post,2010,1,12,1,4,37.0
us_post,2010,1,12,2,4,26.0
us_post,2010,1,12,3,4,15.0
us_post,2010,1,12,4,4,9.0
us_post,2010,1,12,5,4,11.0
us_post,2010,1,12,6,4,11.0
us_post,2010,1,12,7,4,16.0
us_post,2010,1,12,8,4,13.0
us_post,2010,1,12,9,4,15.0
us_post,2010,1,12,10,4,21.0
us_post,2010,1,12,11,4,24.0
us_post,2010,1,12,12,4,22.0
us_post,2010,1,12,13,4,22.0
us_post,2010,1,12,14,4,22.0
us_post,2010,1,12,15,4,19.0
us_post,2010,1,12,16,4,23.0
us_post,2010,1,12,17,4,25.0
us_post,2010,1,12,18,4,25.0
us_post,2010,1,12,19,4,31.0
us_post,2010,1,12,20,4,25.0
us_post,2010,1,12,21,4,22.0
us_post,2010,1,12,22,4,22.0
us_post,2010,1,12,23,4,15.0
us_post,2010,1,13,0,4,16.0
us_post,2010,1,13,1,4,11.0
us_post,2010,1,13,2,4,11.0
us_post,2010,1,13,3,4,12.0
us_post,2010,1,13,4,4,11.0
us_post,2010,1,13,5,4,12.0
us_post,2010,1,13,6,4,27.0
us_post,2010,1,13,7,4,28.0
us_post,2010,1,13,8,4,34.0
us_post,2010,1,13,9,4,33.0
us_post,2010,1,13,10,4,36.0
us_post,2010,1,13,11,4,26.0
us_post,2010,1,13,12,4,49.0
us_post,2010,1,13,13,4,52.0
us_post,2010,1,13,14,4,47.0
us_post,2010,1,13,15,4,47.0
us_post,2010,1,13,16,4,39.0
us_post,2010,1,13,17,4,59.0
us_post,2010,1,13,18,4,76.0
us_post,2010,1,13,19,4,96.0
us_post,2010,1,13,20,4,95.0
us_post,2010,1,13,21,4,68.0
us_post,2010,1,13,22,4,65.0
us_post,2010,1,13,23,4,75.0
us_post,2010,1,14,0,4,257.0
us_post,2010,1,14,1,4,174.0
us_post,2010,1,14,2,4,164.0
us_post,2010,1,14,3,4,161.0
us_post,2010,1,14,4,4,137.0
us_post,2010,1,14,5,4,92.0
us_post,2010,1,14,6,4,64.0
us_post,2010,1,14,7,4,87.0
us_post,2010,1,14,8,4,87.0
us_post,2010,1,14,9,4,84.0
us_post,2010,1,14,10,4,95.0
us_post,2010,1,14,11,4,79.0
us_post,2010,1,14,12,4,75.0
us_post,2010,1,14,13,4,79.0
us_post,2010,1,14,14,4,86.0
us_post,2010,1,14,15,4,72.0
us_post,2010,1,14,16,4,89.0
us_post,2010,1,14,17,4,94.0
us_post,2010,1,14,18,4,69.0
us_post,2010,1,14,19,4,49.0
us_post,2010,1,14,20,4,33.0
us_post,2010,1,14,21,4,27.0
us_post,2010,1,14,22,4,20.0
us_post,2010,1,14,23,4,36.0
us_post,2010,1,15,0,4,37.0
us_post,2010,1,15,1,4,30.0
us_post,2010,1,15,2,4,18.0
us_post,2010,1,15,3,4,21.0
us_post,2010,1,15,4,4,13.0
us_post,2010,1,15,5,4,23.0
us_post,2010,1,15,6,4,26.0
us_post,2010,1,15,7,4,27.0
us_post,2010,1,15,8,4,30.0
us_post,2010,1,15,9,4,28.0
us_post,2010,1,15,10,4,26.0
us_post,2010,1,15,11,4,26.0
us_post,2010,1,15,12,4,31.0
us_post,2010,1,15,13,4,35.0
us_post,2010,1,15,14,4,36.0
us_post,2010,1,15,15,4,37.0
us_post,2010,1,15,16,4,64.0
us_post,2010,1,15,17,4,83.0
us_post,2010,1,15,18,4,91.0
us_post,2010,1,15,19,4,90.0
us_post,2010,1,15,20,4,102.0
us_post,2010,1,15,21,4,94.0
us_post,2010,1,15,22,4,87.0
us_post,2010,1,15,23,4,141.0
us_post,2010,1,16,0,4,211.0
us_post,2010,1,16,1,4,242.0
us_post,2010,1,16,2,4,271.0
us_post,2010,1,16,3,4,249.0
us_post,2010,1,16,4,4,200.0
us_post,2010,1,16,5,4,147.0
us_post,2010,1,16,6,4,114.0
us_post,2010,1,16,7,4,102.0
us_post,2010,1,16,8,4,108.0
us_post,2010,1,16,9,4,135.0
us_post,2010,1,16,10,4,120.0
us_post,2010,1,16,11,4,148.0
us_post,2010,1,16,12,4,127.0
us_post,2010,1,16,13,4,128.0
us_post,2010,1,16,14,4,140.0
us_post,2010,1,16,15,4,148.0
us_post,2010,1,16,16,4,150.0
us_post,2010,1,16,17,4,154.0
us_post,2010,1,16,18,4,197.0
us_post,2010,1,16,19,4,235.0
us_post,2010,1,16,20,4,261.0
us_post,2010,1,16,21,4,269.0
us_post,2010,1,16,22,4,266.0
us_post,2010,1,16,23,4,263.0
us_post,2010,1,17,0,4,241.0
us_post,2010,1,17,1,4,205.0
us_post,2010,1,17,2,4,160.0
us_post,2010,1,17,3,4,150.0
us_post,2010,1,17,4,4,148.0
us_post,2010,1,17,5,4,208.0
us_post,2010,1,17,6,4,209.0
us_post,2010,1,17,7,4,183.0
us_post,2010,1,17,8,4,161.0
us_post,2010,1,17,9,4,182.0
us_post,2010,1,17,10,4,230.0
us_post,2010,1,17,11,4,170.0
us_post,2010,1,17,12,4,172.0
us_post,2010,1,17,13,4,154.0
us_post,2010,1,17,14,4,166.0
us_post,2010,1,17,15,4,177.0
us_post,2010,1,17,16,4,191.0
us_post,2010,1,17,17,4,212.0
us_post,2010,1,17,18,4,250.0
us_post,2010,1,17,19,4,268.0
us_post,2010,1,17,20,4,317.0
us_post,2010,1,17,21,4,291.0
us_post,2010,1,17,22,4,313.0
us_post,2010,1,17,23,4,282.0
us_post,2010,1,18,0,4,282.0
us_post,2010,1,18,1,4,303.0
us_post,2010,1,18,2,4,349.0
us_post,2010,1,18,3,4,407.0
us_post,2010,1,18,4,4,361.0
us_post,2010,1,18,5,4,234.0
us_post,2010,1,18,6,4,149.0
us_post,2010,1,18,7,4,147.0
us_post,2010,1,18,8,4,184.0
us_post,2010,1,18,9,4,161.0
us_post,2010,1,18,10,4,137.0
us_post,2010,1,18,11,4,146.0
us_post,2010,1,18,12,4,144.0
us_post,2010,1,18,13,4,154.0
us_post,2010,1,18,14,4,173.0
us_post,2010,1,18,15,4,188.0
us_post,2010,1,18,16,4,203.0
us_post,2010,1,18,17,4,233.0
us_post,2010,1,18,18,4,408.0
us_post,2010,1,18,19,4,435.0
us_post,2010,1,18,20,4,403.0
us_post,2010,1,18,21,4,360.0
us_post,2010,1,18,22,4,402.0
us_post,2010,1,18,23,4,358.0
us_post,2010,1,19,0,4,383.0
us_post,2010,1,19,1,4,332.0
us_post,2010,1,19,2,4,274.0
us_post,2010,1,19,3,4,256.0
us_post,2010,1,19,4,4,302.0
us_post,2010,1,19,5,4,330.0
us_post,2010,1,19,6,4,367.0
us_post,2010,1,19,7,4,297.0
us_post,2010,1,19,8,4,331.0
us_post,2010,1,19,9,4,323.0
us_post,2010,1,19,10,4,339.0
us_post,2010,1,19,11,4,301.0
us_post,2010,1,19,12,4,310.0
us_post,2010,1,19,13,4,305.0
us_post,2010,1,19,14,4,313.0
us_post,2010,1,19,15,4,336.0
us_post,2010,1,19,16,4,357.0
us_post,2010,1,19,17,4,485.0
us_post,2010,1,19,18,4,426.0
us_post,2010,1,19,19,4,403.0
us_post,2010,1,19,20,4,374.0
us_post,2010,1,19,21,4,333.0
us_post,2010,1,19,22,4,343.0
us_post,2010,1,19,23,4,364.0
us_post,2010,1,20,0,4,389.0
us_post,2010,1,20,1,4,368.0
us_post,2010,1,20,2,4,267.0
us_post,2010,1,20,3,4,71.0
us_post,2010,1,20,4,4,81.0
us_post,2010,1,20,5,4,51.0
us_post,2010,1,20,6,4,49.0
us_post,2010,1,20,7,4,44.0
us_post,2010,1,20,8,4,45.0
us_post,2010,1,20,9,4,35.0
us_post,2010,1,20,10,4,29.0
us_post,2010,1,20,11,4,27.0
us_post,2010,1,20,12,4,29.0
us_post,2010,1,20,13,4,16.0
us_post,2010,1,20,14,4,23.0
us_post,2010,1,20,15,4,28.0
us_post,2010,1,20,16,4,22.0
us_post,2010,1,20,17,4,11.0
us_post,2010,1,20,18,4,25.0
us_post,2010,1,20,19,4,16.0
us_post,2010,1,20,20,4,20.0
us_post,2010,1,20,21,4,20.0
us_post,2010,1,20,22,4,18.0
us_post,2010,1,20,23,4,18.0
us_post,2010,1,21,0,4,17.0
us_post,2010,1,21,1,4,17.0
us_post,2010,1,21,2,4,17.0
us_post,2010,1,21,3,4,15.0
us_post,2010,1,21,4,4,19.0
us_post,2010,1,21,5,4,16.0
us_post,2010,1,21,6,4,18.0
us_post,2010,1,21,7,4,18.0
us_post,2010,1,21,8,4,18.0
us_post,2010,1,21,9,4,26.0
us_post,2010,1,21,10,4,26.0
us_post,2010,1,21,11,4,25.0
us_post,2010,1,21,12,4,24.0
us_post,2010,1,21,13,4,15.0
us_post,2010,1,21,14,4,17.0
us_post,2010,1,21,15,4,15.0
us_post,2010,1,21,16,4,21.0
us_post,2010,1,21,17,4,40.0
us_post,2010,1,21,18,4,51.0
us_post,2010,1,21,19,4,45.0
us_post,2010,1,21,20,4,61.0
us_post,2010,1,21,21,4,72.0
us_post,2010,1,21,22,4,38.0
us_post,2010,1,21,23,4,35.0
us_post,2010,1,22,0,4,29.0
us_post,2010,1,22,1,4,26.0
us_post,2010,1,22,2,4,18.0
us_post,2010,1,22,3,4,15.0
us_post,2010,1,22,4,4,15.0
us_post,2010,1,22,5,4,22.0
us_post,2010,1,22,6,4,21.0
us_post,2010,1,22,7,4,19.0
us_post,2010,1,22,8,4,22.0
us_post,2010,1,22,9,4,25.0
us_post,2010,1,22,10,4,22.0
us_post,2010,1,22,11,4,26.0
us_post,2010,1,22,12,4,32.0
us_post,2010,1,22,13,4,30.0
us_post,2010,1,22,14,4,32.0
us_post,2010,1,22,15,4,30.0
us_post,2010,1,22,16,4,32.0
us_post,2010,1,22,17,4,37.0
us_post,2010,1,22,18,4,49.0
us_post,2010,1,22,19,4,47.0
us_post,2010,1,22,20,4,39.0
us_post,2010,1,22,21,4,35.0
us_post,2010,1,22,22,4,48.0
us_post,2010,1,22,23,4,49.0
us_post,2010,1,23,0,4,24.0
us_post,2010,1,23,1,4,23.0
us_post,2010,1,23,2,4,20.0
us_post,2010,1,23,3,4,19.0
us_post,2010,1,23,4,4,16.0
us_post,2010,1,23,5,4,22.0
us_post,2010,1,23,6,4,24.0
us_post,2010,1,23,7,4,24.0
us_post,2010,1,23,8,4,41.0
us_post,2010,1,23,9,4,23.0
us_post,2010,1,23,10,4,19.0
us_post,2010,1,23,11,4,15.0
us_post,2010,1,23,12,4,19.0
us_post,2010,1,23,13,4,17.0
us_post,2010,1,23,14,4,17.0
us_post,2010,1,23,15,4,22.0
us_post,2010,1,26,11,4,88.0
us_post,2010,1,26,12,4,85.0
us_post,2010,1,26,13,4,90.0
us_post,2010,1,26,14,4,127.0
us_post,2010,1,26,15,4,144.0
us_post,2010,1,26,16,4,203.0
us_post,2010,1,26,17,4,199.0
us_post,2010,1,26,18,4,231.0
us_post,2010,1,26,19,4,274.0
us_post,2010,1,26,20,4,340.0
us_post,2010,1,26,21,4,298.0
us_post,2010,1,26,22,4,268.0
us_post,2010,1,26,23,4,299.0
us_post,2010,1,27,0,4,300.0
us_post,2010,1,27,1,4,240.0
us_post,2010,1,27,2,4,213.0
us_post,2010,1,27,3,4,171.0
us_post,2010,1,27,4,4,153.0
us_post,2010,1,27,5,4,153.0
us_post,2010,1,27,6,4,140.0
us_post,2010,1,27,7,4,147.0
us_post,2010,1,27,8,4,158.0
us_post,2010,1,27,9,4,153.0
us_post,2010,1,27,10,4,154.0
us_post,2010,1,27,11,4,143.0
us_post,2010,1,27,12,4,90.0
us_post,2010,1,27,13,4,55.0
us_post,2010,1,27,14,4,52.0
us_post,2010,1,27,15,4,41.0
us_post,2010,1,27,16,4,29.0
us_post,2010,1,27,17,4,37.0
us_post,2010,1,27,18,4,49.0
us_post,2010,1,27,19,4,56.0
us_post,2010,1,27,20,4,38.0
us_post,2010,1,27,21,4,37.0
us_post,2010,1,27,22,4,28.0
us_post,2010,1,27,23,4,20.0
us_post,2010,1,28,0,4,22.0
us_post,2010,1,28,1,4,27.0
us_post,2010,1,28,2,4,34.0
us_post,2010,1,28,3,4,27.0
us_post,2010,1,28,4,4,32.0
us_post,2010,1,28,5,4,28.0
us_post,2010,1,28,6,4,28.0
us_post,2010,1,28,7,4,18.0
us_post,2010,1,28,8,4,17.0
us_post,2010,1,28,9,4,16.0
us_post,2010,1,28,10,4,18.0
us_post,2010,1,28,11,4,16.0
us_post,2010,1,28,12,4,12.0
us_post,2010,1,28,13,4,13.0
us_post,2010,1,28,14,4,23.0
us_post,2010,1,28,15,4,21.0
us_post,2010,1,28,16,4,13.0
us_post,2010,1,28,17,4,14.0
us_post,2010,1,28,18,4,23.0
us_post,2010,1,28,19,4,16.0
us_post,2010,1,28,20,4,25.0
us_post,2010,1,28,21,4,20.0
us_post,2010,1,28,22,4,25.0
us_post,2010,1,28,23,4,19.0
us_post,2010,1,29,0,4,24.0
us_post,2010,1,29,1,4,25.0
us_post,2010,1,29,2,4,20.0
us_post,2010,1,29,3,4,24.0
us_post,2010,1,29,4,4,17.0
us_post,2010,1,29,5,4,10.0
us_post,2010,1,29,6,4,11.0
us_post,2010,1,29,7,4,16.0
us_post,2010,1,29,8,4,20.0
us_post,2010,1,29,9,4,13.0
us_post,2010,1,29,10,4,12.0
us_post,2010,1,29,11,4,12.0
us_post,2010,1,29,12,4,12.0
us_post,2010,1,29,13,4,12.0
us_post,2010,1,29,14,4,31.0
us_post,2010,1,29,15,4,36.0
us_post,2010,1,29,16,4,42.0
us_post,2010,1,29,17,4,52.0
us_post,2010,1,29,18,4,26.0
us_post,2010,1,29,19,4,24.0
us_post,2010,1,29,20,4,25.0
us_post,2010,1,29,21,4,43.0
us_post,2010,1,29,22,4,47.0
us_post,2010,1,29,23,4,61.0
us_post,2010,1,30,0,4,66.0
us_post,2010,1,30,1,4,65.0
us_post,2010,1,30,2,4,70.0
us_post,2010,1,30,3,4,36.0
us_post,2010,1,30,4,4,37.0
us_post,2010,1,30,5,4,22.0
us_post,2010,1,30,6,4,24.0
us_post,2010,1,30,7,4,29.0
us_post,2010,1,30,8,4,35.0
us_post,2010,1,30,9,4,35.0
us_post,2010,1,30,10,4,33.0
us_post,2010,1,30,11,4,32.0
us_post,2010,1,30,12,4,25.0
us_post,2010,1,30,13,4,16.0
us_post,2010,1,30,14,4,26.0
us_post,2010,1,30,15,4,32.0
us_post,2010,1,30,16,4,36.0
us_post,2010,1,30,17,4,37.0
us_post,2010,1,30,18,4,45.0
us_post,2010,1,30,19,4,71.0
us_post,2010,1,30,20,4,67.0
us_post,2010,1,30,21,4,69.0
us_post,2010,1,30,22,4,94.0
us_post,2010,1,30,23,4,85.0
us_post,2010,1,31,0,4,35.0
us_post,2010,1,31,1,4,26.0
us_post,2010,1,31,2,4,24.0
us_post,2010,1,31,3,4,20.0
us_post,2010,1,31,4,4,16.0
us_post,2010,1,31,5,4,18.0
us_post,2010,1,31,6,4,19.0
us_post,2010,1,31,7,4,22.0
us_post,2010,1,31,8,4,17.0
us_post,2010,1,31,9,4,18.0
us_post,2010,1,31,10,4,11.0
us_post,2010,1,31,11,4,11.0
us_post,2010,1,31,12,4,16.0
us_post,2010,1,31,13,4,18.0
us_post,2010,1,31,14,4,17.0
us_post,2010,1,31,15,4,19.0
us_post,2010,1,31,16,4,26.0
us_post,2010,1,31,17,4,24.0
us_post,2010,1,31,18,4,54.0
us_post,2010,1,31,19,4,71.0
us_post,2010,1,31,20,4,129.0
us_post,2010,1,31,21,4,145.0
us_post,2010,1,31,22,4,101.0
us_post,2010,1,31,23,4,65.0
us_post,2010,2,1,0,4,70.0
us_post,2010,2,1,1,4,67.0
us_post,2010,2,1,2,4,76.0
us_post,2010,2,1,3,4,76.0
us_post,2010,2,1,4,4,68.0
us_post,2010,2,1,5,4,73.0
us_post,2010,2,1,6,4,73.0
us_post,2010,2,1,7,4,64.0
us_post,2010,2,1,8,4,53.0
us_post,2010,2,1,9,4,72.0
us_post,2010,2,1,10,4,78.0
us_post,2010,2,1,11,4,72.0
us_post,2010,2,1,12,4,56.0
us_post,2010,2,1,13,4,54.0
us_post,2010,2,1,14,4,40.0
us_post,2010,2,1,15,4,49.0
us_post,2010,2,1,16,4,63.0
us_post,2010,2,1,17,4,66.0
us_post,2010,2,1,18,4,64.0
us_post,2010,2,1,19,4,63.0
us_post,2010,2,1,20,4,65.0
us_post,2010,2,1,21,4,64.0
us_post,2010,2,1,22,4,64.0
us_post,2010,2,1,23,4,62.0
us_post,2010,2,2,0,4,56.0
us_post,2010,2,2,1,4,87.0
us_post,2010,2,2,2,4,72.0
us_post,2010,2,2,3,4,104.0
us_post,2010,2,2,4,4,97.0
us_post,2010,2,2,5,4,96.0
us_post,2010,2,2,6,4,86.0
us_post,2010,2,2,7,4,85.0
us_post,2010,2,2,8,4,92.0
us_post,2010,2,2,9,4,55.0
us_post,2010,2,2,10,4,36.0
us_post,2010,2,2,11,4,27.0
us_post,2010,2,2,12,4,25.0
us_post,2010,2,2,13,4,28.0
us_post,2010,2,2,14,4,32.0
us_post,2010,2,2,15,4,35.0
us_post,2010,2,2,16,4,43.0
us_post,2010,2,2,17,4,70.0
us_post,2010,2,2,18,4,83.0
us_post,2010,2,2,19,4,66.0
us_post,2010,2,2,20,4,70.0
us_post,2010,2,2,21,4,80.0
us_post,2010,2,2,22,4,88.0
us_post,2010,2,2,23,4,69.0
us_post,2010,2,3,0,4,71.0
us_post,2010,2,3,1,4,62.0
us_post,2010,2,3,2,4,73.0
us_post,2010,2,3,3,4,107.0
us_post,2010,2,3,4,4,94.0
us_post,2010,2,3,5,4,121.0
us_post,2010,2,3,6,4,132.0
us_post,2010,2,3,7,4,161.0
us_post,2010,2,3,8,4,120.0
us_post,2010,2,3,9,4,72.0
us_post,2010,2,3,10,4,58.0
us_post,2010,2,3,11,4,34.0
us_post,2010,2,3,12,4,14.0
us_post,2010,2,3,13,4,17.0
us_post,2010,2,3,14,4,15.0
us_post,2010,2,3,15,4,23.0
us_post,2010,2,3,16,4,34.0
us_post,2010,2,3,17,4,96.0
us_post,2010,2,3,18,4,87.0
us_post,2010,2,3,19,4,87.0
us_post,2010,2,3,20,4,95.0
us_post,2010,2,3,21,4,105.0
us_post,2010,2,3,22,4,114.0
us_post,2010,2,3,23,4,103.0
us_post,2010,2,4,0,4,99.0
us_post,2010,2,4,1,4,102.0
us_post,2010,2,4,2,4,104.0
us_post,2010,2,4,3,4,78.0
us_post,2010,2,4,4,4,33.0
us_post,2010,2,4,5,4,29.0
us_post,2010,2,4,6,4,27.0
us_post,2010,2,4,7,4,27.0
us_post,2010,2,4,8,4,26.0
